country,location_name,month,temperature_celsius,feels_like_celsius,humidity,precip_mm,wind_kph,uv_index,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,year,month
Afghanistan,Kabul,2024-05,20.30588235,20.35882353,38.05882353,0.108823529,11.51764706,3.764705882,7.894117647,17.41176471,1,2024,5
Afghanistan,Kabul,2024-06,25.59,24.60333333,24.83333333,0.072666667,17.11,6.5,7.38,16.78666667,1,2024,6
Afghanistan,Kabul,2024-07,31.30344828,29.47586207,17.93103448,0.000344828,20.73103448,7.75862069,9.065517241,23.59655172,1.068965517,2024,7
Afghanistan,Kabul,2024-08,30.8483871,29.31612903,20.5483871,0.037096774,20.19677419,7.483870968,9.638709677,22.67419355,1.032258065,2024,8
Afghanistan,Kabul,2024-09,28.21666667,26.39,13.73333333,0.014333333,12.22333333,7,20.99683333,42.79166667,1.666666667,2024,9
Afghanistan,Kabul,2024-10,21.98709677,21.63548387,21.70967742,0.101612903,6.461290323,4.183870968,26.03129032,50.875,2.032258065,2024,10
Afghanistan,Kabul,2024-11,15.67,15.65666667,27.46666667,0.002,4.646666667,2.76,19.04883333,29.76033333,1.7,2024,11
Afghanistan,Kabul,2024-12,7.174193548,6.922580645,22.38709677,0.000322581,4.235483871,0.632258065,15.39677419,20.72,1.419354839,2024,12
Afghanistan,Kabul,2025-01,1.312903226,-0.638709677,58.87096774,0.074516129,6.961290323,0.85483871,28.25129032,33.96241935,2,2025,1
Afghanistan,Kabul,2025-02,4.789285714,3.317857143,47.85714286,0.050714286,7.139285714,1.65,22.21982143,41.03035714,1.785714286,2025,2
Afghanistan,Kabul,2025-03,11.99354839,11.48709677,33.03225806,0.063870968,6.322580645,3.558064516,14.81790323,34.03403226,1.35483871,2025,3
Afghanistan,Kabul,2025-04,22.98666667,22.36666667,18.4,0.001333333,6.613333333,7.653333333,18.62333333,52.70033333,1.7,2025,4
Afghanistan,Kabul,2025-05,27.26774194,25.78064516,17.48387097,0.140322581,10.78387097,9.390322581,24.11564516,67.05951613,1.903225806,2025,5
Afghanistan,Kabul,2025-06,31.01333333,29.06,13,0.002333333,12.12666667,10.35333333,32.0605,104.377,2.166666667,2025,6
Afghanistan,Kabul,2025-07,32.88064516,30.83225806,11.74193548,0.000645161,9.677419355,10.22903226,30.6383871,106.4287097,2.096774194,2025,7
Afghanistan,Kabul,2025-08,30.48064516,28.42580645,15.35483871,0,6.870967742,10.82580645,30.4533871,93.44290323,2.064516129,2025,8
Afghanistan,Kabul,2025-09,26.83333333,25.32333333,17.26666667,0,5.503333333,8.823333333,25.45033333,46.8655,1.966666667,2025,9
Afghanistan,Kabul,2025-10,20.56666667,20.34,19,0,4.873333333,6.746666667,15.63,19.35666667,1.333333333,2025,10
Albania,Tirana,2024-05,25.64705882,27.32352941,57.52941176,0.295294118,13.07647059,5.411764706,10.27058824,24.55294118,1.352941176,2024,5
Albania,Tirana,2024-06,30.84333333,32.66666667,45.76666667,0.053333333,14.34666667,7.133333333,9.753333333,18.04333333,1.166666667,2024,6
Albania,Tirana,2024-07,34.63793103,35.18965517,37,0.109310345,18.78965517,8.172413793,8.631034483,11.13448276,1.103448276,2024,7
Albania,Tirana,2024-08,34.98064516,34.73548387,32.12903226,0.022258065,18.12580645,8.129032258,7.712903226,9.041935484,1.064516129,2024,8
Albania,Tirana,2024-09,27.51666667,28.30333333,48.26666667,0.389333333,9.12,6.133333333,11.73566667,15.87283333,1.233333333,2024,9
Albania,Tirana,2024-10,21.83548387,22.61290323,56.80645161,0.141612903,6.135483871,3.158064516,20.98854839,28.29306452,1.709677419,2024,10
Albania,Tirana,2024-11,13.78333333,13.61333333,59.13333333,0.086333333,6.133333333,1.21,20.0725,24.1795,1.633333333,2024,11
Albania,Tirana,2024-12,11.74193548,11.38064516,62.58064516,0.313225806,6.777419355,1.106451613,17.78983871,20.88112903,1.516129032,2024,12
Albania,Tirana,2025-01,13.42580645,13.21290323,58.96774194,0.105806452,6.280645161,1.416129032,17.59290323,24.06193548,1.483870968,2025,1
Albania,Tirana,2025-02,12.42857143,12.48214286,52.42857143,0.020357143,5.175,1.842857143,22.43785714,26.46821429,1.75,2025,2
Albania,Tirana,2025-03,16.06774194,15.96774194,51.61290323,0.240322581,7.719354839,2.638709677,21.48983871,30.84129032,1.741935484,2025,3
Albania,Tirana,2025-04,18.40333333,18.60666667,49.83333333,0.144,8.13,4.16,17.1865,23.94516667,1.666666667,2025,4
Albania,Tirana,2025-05,21.66451613,22.59032258,50.96774194,0.212258065,8.222580645,4.767741935,15.49822581,20.37387097,1.419354839,2025,5
Albania,Tirana,2025-06,29.32333333,29.07666667,38.36666667,0,7.836666667,6.56,21.682,29.674,1.766666667,2025,6
Albania,Tirana,2025-07,30.36129032,29.08387097,36.58064516,0.01483871,12.07741935,5.948387097,19.8666129,28.3766129,1.741935484,2025,7
Albania,Tirana,2025-08,28.22258065,27.21935484,44.32258065,0.008709677,8.916129032,4.312903226,20.4216129,25.6433871,1.741935484,2025,8
Albania,Tirana,2025-09,23.37333333,24.00333333,60.26666667,0.027333333,6.223333333,2.66,19.28483333,25.68783333,1.666666667,2025,9
Albania,Tirana,2025-10,14.50666667,14.34666667,65.8,0.058666667,6.033333333,1.053333333,10.79,12.97,1.2,2025,10
Algeria,Algiers,2024-05,26.11764706,27.83529412,45.70588235,0.000588235,22.61764706,6,8.682352941,18.00588235,1.117647059,2024,5
Algeria,Algiers,2024-06,27.89,29.41666667,46.73333333,0,23.71333333,6.6,6.65,14.08333333,1.1,2024,6
Algeria,Algiers,2024-07,30.29642857,33.2,53.82142857,0,16.84642857,7.321428571,13.54285714,29.30714286,1.357142857,2024,7
Algeria,Algiers,2024-08,31.48387097,35.09032258,51.74193548,0,17.58064516,7.419354839,14.34516129,30.59677419,1.387096774,2024,8
Algeria,Algiers,2024-09,28.43,30.91333333,50.63333333,0.018333333,15.01,6.533333333,19.2785,34.79383333,1.633333333,2024,9
Algeria,Algiers,2024-10,23.76774194,24.61290323,62.12903226,0.02516129,10.42580645,2.84516129,23.77548387,44.20903226,1.774193548,2024,10
Algeria,Algiers,2024-11,19.44333333,19.52,66.3,0.085666667,9.496666667,0.983333333,35.705,70.5405,2.266666667,2024,11
Algeria,Algiers,2024-12,14.7483871,14.59032258,61.58064516,0.060322581,10.33225806,1.374193548,21.92548387,32.27951613,1.741935484,2024,12
Algeria,Algiers,2025-01,15.01935484,14.53225806,63.03225806,0.100322581,13.22258065,1.493548387,17.92709677,29.28967742,1.516129032,2025,1
Algeria,Algiers,2025-02,15.425,15.325,65.78571429,0.050714286,7.921428571,2.196428571,24.01696429,32.15035714,1.892857143,2025,2
Algeria,Algiers,2025-03,17.61612903,17.58064516,60.96774194,0.041935484,15.07096774,2.177419355,29.22403226,61.00225806,1.967741935,2025,3
Algeria,Algiers,2025-04,19.7,19.88333333,59.13333333,0.066666667,11.74333333,2.916666667,24.2535,43.98683333,1.833333333,2025,4
Algeria,Algiers,2025-05,22.27419355,22.94193548,60.29032258,0.092580645,11.95806452,3.174193548,22.02096774,42.4783871,1.709677419,2025,5
Algeria,Algiers,2025-06,28.50333333,30.07,55.1,0,10.46333333,4.02,29.68633333,53.539,2.1,2025,6
Algeria,Algiers,2025-07,29.34193548,32.14516129,55.80645161,0.004193548,12.26129032,3.2,22.08064516,43.53467742,1.903225806,2025,7
Algeria,Algiers,2025-08,27.71290323,28.91290323,55.22580645,0,9.725806452,2.25483871,26.60419355,46.40516129,1.903225806,2025,8
Algeria,Algiers,2025-09,24.24333333,25.92333333,69.26666667,0.006,9.053333333,1.226666667,24.57266667,45.864,1.966666667,2025,9
Algeria,Algiers,2025-10,19.28,19.53333333,70.06666667,0.001333333,8.926666667,0.506666667,13.04333333,23.79666667,1.2,2025,10
Andorra,Andorra La Vella,2024-05,12.42352941,11.48823529,60.88235294,0.351764706,9.876470588,3.176470588,0.929411765,1.211764706,1,2024,5
Andorra,Andorra La Vella,2024-06,17.46,17.55666667,53.2,0.180333333,10.67333333,4.266666667,1.996666667,4.98,1,2024,6
Andorra,Andorra La Vella,2024-07,24.01034483,23.79310345,37.44827586,0.11,13.07241379,6,3.237931034,7.575862069,1,2024,7
Andorra,Andorra La Vella,2024-08,23.41612903,23.49677419,42.16129032,0.13,9.180645161,5.516129032,3.664516129,5.309677419,1,2024,8
Andorra,Andorra La Vella,2024-09,14.58,14.07666667,55.03333333,0.311,9.94,3.9,3.607666667,5.529,1,2024,9
Andorra,Andorra La Vella,2024-10,11.59354839,10.94516129,67,0.036774194,8.580645161,1.764516129,5.108387097,11.70870968,1.096774194,2024,10
Andorra,Andorra La Vella,2024-11,6.143333333,4.866666667,74.63333333,0.087,6.846666667,0.656666667,7.023833333,16.15666667,1.133333333,2024,11
Andorra,Andorra La Vella,2024-12,2.964516129,1.04516129,69.38709677,0.07,8.319354839,0.980645161,3.019677419,6.254193548,1,2024,12
Andorra,Andorra La Vella,2025-01,2.035483871,-0.087096774,66.48387097,0.120322581,8.025806452,0.958064516,2.59,4.356451613,1,2025,1
Andorra,Andorra La Vella,2025-02,4.128571429,2.682142857,67.60714286,0.05,6.710714286,1.539285714,4.327678571,7.479285714,1,2025,2
Andorra,Andorra La Vella,2025-03,1.180645161,-1.525806452,82.51612903,0.207419355,9.516129032,1.951612903,6.450096774,10.98183871,1.032258065,2025,3
Andorra,Andorra La Vella,2025-04,7.21,5.686666667,63.7,0.199,8.566666667,2.786666667,6.365466667,9.098166667,1,2025,4
Andorra,Andorra La Vella,2025-05,11.03870968,10.20322581,54.87096774,0.131290323,7.558064516,3.512903226,6.822548387,12.13777419,1.064516129,2025,5
Andorra,Andorra La Vella,2025-06,21.09333333,21.3,43.03333333,0.046,8.026666667,4.416666667,10.42536667,23.37683333,1.1,2025,6
Andorra,Andorra La Vella,2025-07,19.07741935,19.18709677,50.41935484,0.086129032,7.658064516,3.629032258,6.624193548,10.0616129,1,2025,7
Andorra,Andorra La Vella,2025-08,20.79354839,20.60322581,44.96774194,0.06516129,6.296774194,2.174193548,11.14774194,21.31080645,1.193548387,2025,8
Andorra,Andorra La Vella,2025-09,13.86,13.60666667,62.83333333,0.036333333,7.056666667,1.063333333,4.857666667,8.122833333,1,2025,9
Andorra,Andorra La Vella,2025-10,11.44666667,10.86,53.13333333,0.002666667,6.646666667,0.473333333,2.83,3.776666667,1,2025,10
Angola,Luanda,2024-05,29.08823529,33.57647059,69.76470588,0,19.59411765,8,45.24117647,92.68823529,2.529411765,2024,5
Angola,Luanda,2024-06,26.55,28.80666667,68.33333333,0,19.24333333,7.566666667,38.61666667,90.45333333,2.333333333,2024,6
Angola,Luanda,2024-07,24.47586207,26.23448276,67,0,15.82758621,7.034482759,96.24482759,167.0793103,3.482758621,2024,7
Angola,Luanda,2024-08,24.45806452,26.5,67.83870968,0,14.68709677,7,88.23870968,151.9193548,3.483870968,2024,8
Angola,Luanda,2024-09,25.95666667,28.31333333,68.03333333,0.000666667,12.47333333,6.966666667,39.582,65.01466667,2.333333333,2024,9
Angola,Luanda,2024-10,26.2516129,28.42903226,73.58064516,0.008709677,9.348387097,5.906451613,27.54709677,44.22096774,2.032258065,2024,10
Angola,Luanda,2024-11,27.29666667,30.66,76.1,0.028666667,7.603333333,5.28,23.902,36.001,1.933333333,2024,11
Angola,Luanda,2024-12,27.75806452,31.60322581,76.96774194,0.18483871,9.529032258,6.55483871,19.07290323,24.02612903,1.806451613,2024,12
Angola,Luanda,2025-01,29.38064516,34.3516129,67.19354839,0.055483871,8.135483871,8.587096774,24.80193548,31.85580645,1.967741935,2025,1
Angola,Luanda,2025-02,29.26428571,33.39285714,69.75,0.063571429,8.407142857,8.982142857,23.29017857,30.49196429,2,2025,2
Angola,Luanda,2025-03,29.5483871,34.65806452,69.41935484,0.006451613,6.077419355,7.44516129,22.02693548,28.50193548,1.967741935,2025,3
Angola,Luanda,2025-04,28.62666667,33.63,73.93333333,0.103,7.923333333,5.533333333,21.84233333,27.31216667,1.9,2025,4
Angola,Luanda,2025-05,27.86129032,31.67741935,76.77419355,0.041612903,7.583870968,4.416129032,29.415,38.02048387,2.064516129,2025,5
Angola,Luanda,2025-06,25.20333333,27.20333333,75.26666667,0.000333333,6.116666667,3.28,35.74816667,48.14316667,2.266666667,2025,6
Angola,Luanda,2025-07,22.29354839,23.72580645,74.80645161,0,6.880645161,2.180645161,39.67354839,51.85967742,2.419354839,2025,7
Angola,Luanda,2025-08,21.01935484,21.39677419,79.38709677,0.000967742,6.038709677,1.674193548,45.81435484,55.6133871,2.64516129,2025,8
Angola,Luanda,2025-09,22.69666667,24.54333333,79.53333333,0.003,4.873333333,1.51,34.5245,41.56883333,2.3,2025,9
Angola,Luanda,2025-10,23.75333333,25.73333333,80.33333333,0.029333333,6.98,1.74,16.53,20.99,1.466666667,2025,10
Antigua and Barbuda,Saint John's,2024-05,29.41176471,34.67058824,72.82352941,0.097647059,16.24117647,6.058823529,1.441176471,5.617647059,1,2024,5
Antigua and Barbuda,Saint John's,2024-06,29.92758621,36.02068966,72.34482759,0.042068966,16.36896552,5.482758621,1.717241379,6.265517241,1,2024,6
Antigua and Barbuda,Saint John's,2024-07,28.675,33.22142857,76.85714286,0.107142857,21.65714286,6.107142857,2.439285714,8.785714286,1,2024,7
Antigua and Barbuda,Saint John's,2024-08,28.77419355,33.50322581,76.41935484,0.116451613,20.03548387,6.064516129,1.851612903,6.561290323,1,2024,8
Antigua and Barbuda,Saint John's,2024-09,27.71,31.50666667,81.46666667,0.123,15.70666667,5.233333333,11.27676667,22.21876667,1.233333333,2024,9
Antigua and Barbuda,Saint John's,2024-10,27.72258065,30.89354839,77,0.085806452,19.73548387,0.290322581,18.29358065,38.57119355,1.483870968,2024,10
Antigua and Barbuda,Saint John's,2024-11,26.38965517,29.14137931,83.82758621,0.150344828,19.28275862,0,13.44848276,22.08782759,1.310344828,2024,11
Antigua and Barbuda,Saint John's,2024-12,25.60645161,27.78064516,76.77419355,0.170645161,26.02258065,0,16.15783871,24.54909677,1.35483871,2024,12
Antigua and Barbuda,Saint John's,2025-01,24.43666667,26.19666667,80.8,0.069333333,27.83,0.013333333,12.18016667,19.6993,1.1,2025,1
Antigua and Barbuda,Saint John's,2025-02,24.67142857,26.46785714,75.85714286,0.2175,33.37142857,0,16.60996429,27.03064286,1.535714286,2025,2
Antigua and Barbuda,Saint John's,2025-03,24.50645161,26.22580645,78.74193548,0.059677419,25.55483871,0,13.20351613,22.30022581,1.193548387,2025,3
Antigua and Barbuda,Saint John's,2025-04,24.94666667,26.89,79.46666667,0.048666667,28.60666667,0,11.50966667,18.46016667,1.133333333,2025,4
Antigua and Barbuda,Saint John's,2025-05,26.12903226,28.75806452,82.19354839,0.038064516,28.22580645,0,10.96577419,21.07396774,1.161290323,2025,5
Antigua and Barbuda,Saint John's,2025-06,26.8,29.60666667,76.76666667,0.047666667,31.37666667,0,20.64756667,48.93836667,1.766666667,2025,6
Antigua and Barbuda,Saint John's,2025-07,26.81935484,29.77741935,79.48387097,0.177419355,29.52580645,0,18.47454839,51.44383871,1.451612903,2025,7
Antigua and Barbuda,Saint John's,2025-08,27.62258065,31.22258065,79.29032258,0.079677419,24.45806452,0,14.06893548,35.64183871,1.290322581,2025,8
Antigua and Barbuda,Saint John's,2025-09,27.02,30.08333333,81.53333333,0.179,21.66333333,0,10.6431,23.4076,1.133333333,2025,9
Antigua and Barbuda,Saint John's,2025-10,26.96666667,29.96,81.86666667,0.448,21.81333333,0,7.322333333,14.66233333,1.066666667,2025,10
Argentina,Buenos Aires,2024-05,11.23529412,10.21764706,75.64705882,0.001176471,11.25882353,4.176470588,5.394117647,8.964705882,1,2024,5
Argentina,Buenos Aires,2024-06,13.55,12.70666667,79.43333333,0.045,12.72333333,4.9,7.383333333,9.996666667,1.133333333,2024,6
Argentina,Buenos Aires,2024-07,6.796428571,5.396428571,78.32142857,0,8.425,3.857142857,12.94642857,17.21071429,1.357142857,2024,7
Argentina,Buenos Aires,2024-08,9.764516129,8.180645161,84.83870968,0.20516129,12.30967742,4.258064516,5.251612903,7.651612903,1.032258065,2024,8
Argentina,Buenos Aires,2024-09,12.38333333,11.55,82.06666667,0.014666667,11.50666667,3.9,15.24,22.38783333,1.366666667,2024,9
Argentina,Buenos Aires,2024-10,14.78064516,14.47096774,84.38709677,0.02516129,10.00645161,0.387096774,12.33532258,18.2016129,1.225806452,2024,10
Argentina,Buenos Aires,2024-11,17.71,17.92666667,83.9,0.053333333,10.68666667,0.29,10.73616667,13.73933333,1.066666667,2024,11
Argentina,Buenos Aires,2024-12,17.83870968,17.79677419,74.61290323,0.051612903,12.01935484,0.580645161,10.93290323,13.14096774,1.161290323,2024,12
Argentina,Buenos Aires,2025-01,21.71666667,22.97333333,77.33333333,0.003,9.993333333,0.456666667,11.21716667,13.0795,1.1,2025,1
Argentina,Buenos Aires,2025-02,21.56785714,22.53571429,81.85714286,0.168214286,10.03214286,0.185714286,12.64607143,14.56875,1.107142857,2025,2
Argentina,Buenos Aires,2025-03,18.5516129,18.90645161,88.58064516,0.262903226,8.996774194,0.006451613,13.67209677,14.60903226,1.387096774,2025,3
Argentina,Buenos Aires,2025-04,13.69333333,13.32,87.46666667,0.020333333,8.993333333,0,18.204,19.1845,1.5,2025,4
Argentina,Buenos Aires,2025-05,13.29677419,12.76774194,89.61290323,0.197096774,8.690322581,0,15.62354839,16.06516129,1.387096774,2025,5
Argentina,Buenos Aires,2025-06,7.88,6.3,81.23333333,0.014333333,9.646666667,0,18.25333333,18.91933333,1.633333333,2025,6
Argentina,Buenos Aires,2025-07,8.987096774,7.777419355,86.12903226,0.116451613,9.012903226,0,20.2783871,20.98854839,1.64516129,2025,7
Argentina,Buenos Aires,2025-08,10.27741935,9.190322581,84.67741935,0.079032258,10.50967742,0,13.135,13.82725806,1.322580645,2025,8
Argentina,Buenos Aires,2025-09,11.09333333,10.26666667,87.5,0.060333333,9.753333333,0,13.92133333,14.483,1.433333333,2025,9
Argentina,Buenos Aires,2025-10,14.86,14.39333333,82.33333333,0.096,10.97333333,0,6.323333333,6.476666667,1,2025,10
Armenia,Yerevan,2024-05,22.82352941,22.86470588,33.82352941,0.221176471,10.61764706,5,2.9,8.4,1,2024,5
Armenia,Yerevan,2024-06,31.30666667,30.87,20.7,0.116,12.54,6.8,3.756666667,7.813333333,1,2024,6
Armenia,Yerevan,2024-07,31.85862069,31.42413793,29.17241379,0.044482759,10.85172414,7.206896552,5.1,10.94137931,1,2024,7
Armenia,Yerevan,2024-08,34.13225806,32.89677419,22.19354839,0.002580645,8.174193548,8.096774194,6.864516129,12.66129032,1.064516129,2024,8
Armenia,Yerevan,2024-09,27.65666667,26.90333333,28.96666667,0.025333333,8.326666667,6.6,20.94416667,41.02066667,1.666666667,2024,9
Armenia,Yerevan,2024-10,18.35483871,18.09354839,36.90322581,0.056451613,8.383870968,3.958064516,12.84854839,18.08225806,1.35483871,2024,10
Armenia,Yerevan,2024-11,10.88666667,10.45333333,49.53333333,0.042,6.45,2.15,18.056,23.24216667,1.6,2024,11
Armenia,Yerevan,2024-12,4.696774194,3.961290323,55.74193548,0.039677419,4.941935484,1.293548387,22.31935484,28.81822581,1.806451613,2024,12
Armenia,Yerevan,2025-01,3.35483871,2.75483871,53.67741935,0,3.903225806,1.725806452,27.03983871,32.38096774,1.935483871,2025,1
Armenia,Yerevan,2025-02,3.539285714,2.267857143,48.17857143,0.056428571,5.667857143,2.439285714,20.50196429,25.95285714,1.75,2025,2
Armenia,Yerevan,2025-03,14.51290323,14.6,32.38709677,0.114193548,5.612903226,4.658064516,20.73790323,35.66919355,1.709677419,2025,3
Armenia,Yerevan,2025-04,17.06,16.91333333,42.8,0.042,9.94,6,17.51333333,37.12333333,1.5,2025,4
Armenia,Yerevan,2025-05,23.58709677,23.71290323,34.83870968,0.065483871,9.24516129,8.503225806,18.04645161,40.10322581,1.548387097,2025,5
Armenia,Yerevan,2025-06,27.43,26.77333333,23.86666667,0.011,8.286666667,9.9,9.558333333,14.69516667,1.1,2025,6
Armenia,Yerevan,2025-07,31.12903226,30.1483871,27.09677419,0.004193548,6.687096774,9.838709677,19.24596774,39.74516129,1.741935484,2025,7
Armenia,Yerevan,2025-08,31.01935484,29.58064516,28.09677419,0.001612903,8.677419355,8.64516129,16.06516129,27.68435484,1.516129032,2025,8
Armenia,Yerevan,2025-09,23.58333333,23.32666667,35.53333333,0.012,8.68,5.593333333,10.698,16.51216667,1.2,2025,9
Armenia,Yerevan,2025-10,18.61333333,18.45333333,45.33333333,0.026,6.72,3.393333333,6.99,12.36333333,1,2025,10
Australia,Canberra,2024-05,3.866666667,2.806666667,92,0.014666667,6.446666667,1,9.386666667,11.25333333,1.266666667,2024,5
Australia,Canberra,2024-06,3.732258065,2.351612903,91.74193548,0.021290323,8.341935484,1,1.990322581,3.532258065,1,2024,6
Australia,Canberra,2024-07,4.403448276,2.806896552,89.82758621,0.084137931,10.45862069,1,1.220689655,2.296551724,1,2024,7
Australia,Canberra,2024-08,7.738709677,6.809677419,86.09677419,0.33,10.86129032,1,2.367741935,4.364516129,1,2024,8
Australia,Canberra,2024-09,10.60666667,9.626666667,64.03333333,0.02,11.48666667,1,6.365,10.324,1.033333333,2024,9
Australia,Canberra,2024-10,11.23225806,9.996774194,70.87096774,0.002580645,11.43548387,0.290322581,7.865483871,12.37709677,1.032258065,2024,10
Australia,Canberra,2024-11,17.37333333,17.33,65.1,0.12,12.49666667,0.133333333,9.169833333,11.80916667,1.133333333,2024,11
Australia,Canberra,2024-12,17.07419355,16.83870968,67.70967742,0.073225806,10.12580645,0,7.805806452,8.963548387,1.129032258,2024,12
Australia,Canberra,2025-01,18.97096774,19.21612903,73.70967742,0.054516129,12.36129032,0.032258065,10.95080645,12.59790323,1.225806452,2025,1
Australia,Canberra,2025-02,20.725,21.17857143,67.39285714,0.033928571,10.36785714,0,9.501071429,11.00089286,1.071428571,2025,2
Australia,Canberra,2025-03,19.86129032,20.35483871,69.03225806,0.017419355,13.32258065,0,9.542419355,10.97467742,1.161290323,2025,3
Australia,Canberra,2025-04,16.11333333,15.96666667,63.23333333,0.057,8.95,0,12.802,14.393,1.3,2025,4
Australia,Canberra,2025-05,11.02903226,10.44516129,73.77419355,0.043870968,8.583870968,0.04516129,11.26709677,12.32935484,1.35483871,2025,5
Australia,Canberra,2025-06,5.676666667,4.346666667,79.5,0.016333333,7.813333333,0,14.15866667,14.91716667,1.433333333,2025,6
Australia,Canberra,2025-07,7.951612903,6.035483871,77.48387097,0.236451613,12.99677419,0,10.53903226,11.24919355,1.193548387,2025,7
Australia,Canberra,2025-08,10.18387097,8.8,67.06451613,0.032903226,11.29032258,0.006451613,8.289193548,9.041129032,1.129032258,2025,8
Australia,Canberra,2025-09,14.23333333,13.53333333,54.3,0.501,14.32666667,0.113333333,8.6665,9.568333333,1.133333333,2025,9
Australia,Canberra,2025-10,17.8,17.69333333,44,0.002666667,15.36666667,0.473333333,4.25,6.13,1,2025,10
Australia,Melbourne,2024-06,11.6,9.5,54,0,18,1,2.8,6.6,1,2024,6
Austria,Vienna,2024-05,20.64705882,21.48235294,60.76470588,0.125294118,16.53529412,4.882352941,2.194117647,2.664705882,1,2024,5
Austria,Vienna,2024-06,24.93666667,25.64,53.43333333,0.100666667,17.82333333,6.2,3.39,4.28,1,2024,6
Austria,Vienna,2024-07,28.48214286,28.32142857,41.07142857,0.024285714,14.63928571,7.178571429,4.05,4.832142857,1,2024,7
Austria,Vienna,2024-08,29.43548387,29.27096774,43.32258065,0.015483871,13.92258065,7.35483871,5.419354839,6.267741935,1,2024,8
Austria,Vienna,2024-09,20.09333333,19.05333333,60.1,0.421333333,19.1,5.3,11.4565,16.71466667,1.333333333,2024,9
Austria,Vienna,2024-10,13.58387097,12.78064516,73.48387097,0.021935484,12.9483871,2.009677419,24.19919355,29.98790323,1.870967742,2024,10
Austria,Vienna,2024-11,5.87,3.733333333,72.63333333,0.03,12.10666667,0.62,32.71416667,38.43683333,2.166666667,2024,11
Austria,Vienna,2024-12,4.377419355,1.980645161,73.41935484,0.037741935,12.2483871,0.593548387,30.62645161,35.36483871,2.129032258,2024,12
Austria,Vienna,2025-01,3.351612903,0.616129032,76.70967742,0.032903226,12.73225806,0.719354839,32.58983871,37.49532258,2.129032258,2025,1
Austria,Vienna,2025-02,2.639285714,-0.435714286,64.53571429,0.003928571,12.97142857,1.153571429,34.37696429,39.02839286,2.178571429,2025,2
Austria,Vienna,2025-03,9.125806452,7.735483871,64.03225806,0.065806452,11.01612903,1.716129032,29.63580645,35.34693548,2.129032258,2025,3
Austria,Vienna,2025-04,13.80666667,12.93,61.7,0.072333333,15.14,2.89,18.46916667,23.41483333,1.666666667,2025,4
Austria,Vienna,2025-05,14.90645161,14.32903226,62.80645161,0.100645161,12.01935484,3.141935484,14.28080645,17.58096774,1.419354839,2025,5
Austria,Vienna,2025-06,22.98,23.35666667,55.2,0.145333333,12.14,4.74,11.95716667,15.68183333,1.2,2025,6
Austria,Vienna,2025-07,22.52903226,22.93548387,60.64516129,0.139677419,13.39354839,3.938709677,10.8016129,14.22709677,1.096774194,2025,7
Austria,Vienna,2025-08,21.47419355,21.54193548,59.96774194,0.026451613,11.36774194,3.151612903,14.08387097,20.17693548,1.419354839,2025,8
Austria,Vienna,2025-09,16.77,16.70666667,75.43333333,0.038,11.82666667,1.366666667,13.395,17.51233333,1.4,2025,9
Austria,Vienna,2025-10,10.58666667,8.866666667,79.86666667,0.056,14.56666667,0.453333333,11.01666667,12.62333333,1.066666667,2025,10
Azerbaijan,Baku,2024-05,20.88235294,21.2,51.70588235,0.011764706,21.28235294,5.352941176,21.00588235,113.5529412,1.529411765,2024,5
Azerbaijan,Baku,2024-06,28.76666667,30.16666667,47.13333333,0.002333333,21.84333333,6.966666667,5.286666667,12.17666667,1.033333333,2024,6
Azerbaijan,Baku,2024-07,30.5,31.97931034,46.06896552,0.012068966,24.28965517,7.172413793,5.775862069,15.37931034,1.034482759,2024,7
Azerbaijan,Baku,2024-08,30.61935484,31.79354839,44.41935484,0.003870968,22.80967742,7.387096774,9.035483871,30.27741935,1.032258065,2024,8
Azerbaijan,Baku,2024-09,26.85517241,27.59655172,45.79310345,0,23.37931034,6.448275862,37.43206897,187.1041379,2.344827586,2024,9
Azerbaijan,Baku,2024-10,19.04516129,19.28064516,66.77419355,0.072903226,21.4,3.119354839,19.795,54.3183871,1.580645161,2024,10
Azerbaijan,Baku,2024-11,13.28,11.8,71.26666667,0.04,24.06666667,1.69,13.2275,21.72516667,1.3,2024,11
Azerbaijan,Baku,2024-12,9.487096774,6.780645161,72.16129032,0.037741935,21.80322581,0.783870968,14.65677419,17.55709677,1.35483871,2024,12
Azerbaijan,Baku,2025-01,9.3,6.503225806,72.03225806,0.002258065,22.40645161,1.296774194,19.54435484,21.77629032,1.612903226,2025,1
Azerbaijan,Baku,2025-02,5.121428571,0.878571429,74.10714286,0.016428571,27.00357143,1.460714286,16.76892857,24.22178571,1.535714286,2025,2
Azerbaijan,Baku,2025-03,13.06129032,11,60.38709677,0.003225806,26.84516129,3.958064516,25.02274194,34.98290323,1.838709677,2025,3
Azerbaijan,Baku,2025-04,17.00333333,16.23,60.5,0.109666667,24.59,5.56,22.0705,50.68383333,1.8,2025,4
Azerbaijan,Baku,2025-05,23.0483871,23.67741935,52.51612903,0,24.59354839,7.948387097,24.47967742,59.67741935,1.870967742,2025,5
Azerbaijan,Baku,2025-06,26.54333333,27.48333333,50.76666667,0,25.48333333,8.986666667,25.641,33.77483333,2.033333333,2025,6
Azerbaijan,Baku,2025-07,31.38387097,33.73870968,46.16129032,0,22.90322581,9.125806452,30.88306452,80.05725806,2.096774194,2025,7
